handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_e1270879-eec8-7ac9-3a75-4408cfd0c50f,Product,Bold Touch Natural Handmade Body Butter,"<p>Unleash your confidence with Bold Touch, a premium natural body butter crafted with a touch of elegance. Infused with the rich, earthy aroma of Escaada, this luxurious moisturizer is designed to invigorate your senses while deeply nourishing your skin.</p><p>&nbsp;</p><p>Made with a blend of 100% natural ingredients, including kokum butter, shea butter&nbsp;and cold-pressed oils, Bold Touch delivers intense hydration without feeling greasy and&nbsp;is infused with a flirty, tropical fragrance inspired by Escada—where juicy notes of pineapple, mango, and passionfruit melt into a heart of creamy coconut and sweet berries. A soft base of vanilla and musk lingers on the skin, leaving a warm, sensual trail that’s both playful and irresistible. It’s a scent that feels like sunshine, bold confidence, and carefree island energy all in one.</p><p>&nbsp;</p><p>Perfect for dry or rough skin, Bold Touch absorbs quickly, leaving your skin smooth, refreshed, and ready to take on whatever the day throws your way. Whether you're heading to the office or out on an adventure, this body butter ensures you stay bold, confident, and irresistibly touchable.</p><p>&nbsp;</p><p>Key Features:</p><ul>	<li>All-natural, handmade formula</li>	<li>Enriched with nourishing butters and oils</li>	<li>Energetic and bold Escada&nbsp;fragrance</li>	<li>Lightweight, non-greasy, and long-lasting hydration</li></ul>",666008_994eb28d9265438a814fee729962d103~mv2.png,Natural Body Care,,New,1500.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,8oz;4oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foryou Skin Bar
product_e1270879-eec8-7ac9-3a75-4408cfd0c50f,Variant,,,,,FSB8184344-3,,,1200.0,true,,,0,0.14,,,,8oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e1270879-eec8-7ac9-3a75-4408cfd0c50f,Variant,,,,,FSB8184344-3,,,,true,,,7,0.14,,,,4oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d359b8b0-3dd3-befa-2424-849be0f50ff9,Product,Body Mist Jamaican Made Natural Alcohol Free,"<p>Elevate your daily routine with our Jamaican made natural alchol free Body Mist, a perfect blend of nature's finest ingredients and artisanal craftsmanship. Each mist is thoughtfully created with carefully chosen essential oils, botanical extracts, and skin-loving elements to hydrate, refresh, and enchant.</p><p>&nbsp;</p><p>Available in a variety of signature scents—from calming vanilla to invigorating and fruity—our body mist provides a subtle, long-lasting fragrance that enhances your natural essence without overwhelming.</p><p>&nbsp;</p><p>Why you'll love it:</p><ul>	<li>100% Natural Ingredients: Free from harsh chemicals, our mist nourishes and refreshes the skin.</li>	<li>Lightweight Formula: Delivers a silky, non-sticky mist that absorbs instantly.</li>	<li>Versatile Use: Perfect for after-shower refreshment, midday pick-me-ups, or a quick spritz before heading out.</li></ul><p>&nbsp;</p><p>Treat yourself or gift a loved one with this handcrafted gem—because you deserve to feel radiant, inside and out.</p><p>&nbsp;</p><p>Fragrance Your Way, Naturally.</p>",666008_cebeceb9548a4135983b6e05b20229ab~mv2.png;666008_4de4ba813e444d4f9c6d4e7bed1618f3~mv2.jpg,Natural Body Care,,,1800.0,,true,PERCENT,0.0,0,,,Options,DROP_DOWN,Bold Touch;Island Vybz;Vanilla Bae;In Your Dreams;Favoured,,,,,,,,,,,,,,,,BENEFITS,"<ul> 
 <li>Gentle on skin&nbsp;</li> 
 <li>Aromatherapy benefits&nbsp;</li> 
 <li>Customization&nbsp;</li> 
 <li>Refreshing feeling&nbsp;</li> 
 <li>Suitable for daily use&nbsp;</li> 
</ul>",INGREDIENTS,"<p>Aqua (Water), Polysorbate-20, Disodium EDTA, DMDM Hydration, Fragrance, Diazolidinyl Urea (and) Iodopropynyl Butylcarbamate (and) Propylene Glycol, glycerin, FD&amp;C Blue #1, and FD&amp;C Yellow #5 or&nbsp;CI 45100</p>",INSTRUCTIONS,<p>Spray liberally directly on skin&nbsp;after shower or apply to pulse points. Use with our body butters for best results.&nbsp;&nbsp;</p>,RETURN POLICY,"<p>Returns accepted up to seven days after receipt for local customers and up to 30 days for international customers. Items must be unopened, unused and in original packaging.</p>",,,,,,,,,,,Foryou Skin Bar
product_d359b8b0-3dd3-befa-2424-849be0f50ff9,Variant,,,,,FSB8362298-2,,,,true,,,1,0.28,1315.58,,,Vanilla Bae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d359b8b0-3dd3-befa-2424-849be0f50ff9,Variant,,,,,FSB8362298-3,,,,true,,,2,0.32,1400.0,,,In Your Dreams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d359b8b0-3dd3-befa-2424-849be0f50ff9,Variant,,,,,FSB8362298-5,,,,true,,,4,0.32,,,,Favoured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d359b8b0-3dd3-befa-2424-849be0f50ff9,Variant,,,,,FSB8362298-4,,,,true,,,5,,,,,Bold Touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d359b8b0-3dd3-befa-2424-849be0f50ff9,Variant,,,,,FSB8362298-1,,,,true,,,6,0.28,1315.58,,,Island Vybz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_311f6f82-ba2f-6073-e7db-325eb9f9fa2c,Product,Rose Radiance Toner,"<p>Say goodbye to frustrating skincare routines with Rose and Radiance Face Toner, your new go-to solution for acne spots and hyperpigmentation. Specially handcrafted for women seeking real results, this gentle yet powerful toner combines nature's most effective ingredients to clarify, hydrate, and restore your skin’s natural brilliance.</p><p>&nbsp;</p><p>Why You’ll Love It:</p><ul>	<li>Rose Water &amp; Witch Hazel: Team up to soothe inflammation, tighten pores, and combat acne-causing bacteria, helping to reduce breakouts and redness.</li>	<li>Hibiscus Extract: Known as the “botox plant,” it fades dark spots and evens skin tone with its natural exfoliating acids.</li>	<li>Vetiver &amp; Lavender Essential Oils: Calm irritated skin and support a clearer, more balanced complexion while indulging your senses with their earthy, floral aroma.</li></ul><p>&nbsp;</p><p>Handmade with Care: No harsh chemicals. No false promises. Just pure, effective ingredients designed to let your natural beauty shine.</p><p>Transform frustration into confidence with Rose and Radiance—because your skin deserves a toner that truly works.</p>",666008_d4f5a14af85843faa2b2604edd315e91~mv2.png;666008_31ff9ff5514e44b592ba93f7b05e6d1d~mv2.jpg;666008_c65c860368844a40b7ffded62c40e2f5,Facial Toners & Cleansing Essences;Natural Hydrating & Age Defying Essentials,FSB5113128,,1800.0,,true,PERCENT,0.0,0,0.28,,,,,,,,,,,,,,,,,,,,BENEFITS,"<p>&nbsp;</p> 
<ul> 
 <li>Reduces the appearance of acne scars and hyperpigmentation.</li> 
 <li>Gently exfoliates and brightens dull skin.</li> 
 <li>Controls oil and promotes a fresh, radiant glow.</li> 
</ul>",INGREDIENTS,"<p>Aqua (Water), Rosa Damascena (Rose) Flower Water, Polysorbate 20, Propanediol 1, 3,&nbsp;Hamamelis Virginiana (Witch Hazel) Water (and) Alcohol, Glycerin,&nbsp;Vetiveria Zizanioides Root Oil,&nbsp;Lavandula Angustifolia (Lavender) Oil,&nbsp;Propylene Glycol, Diazolidinyl Urea, and Iodopropynyl Butylcarbamate</p>",INSTRUCTIONS,"<p>After cleansing, apply to a cotton pad or spritz onto your face. Use morning and night to prep your skin for the next steps in your skincare routine.</p>",RETURN POLICY,"<p>Returns accepted up to seven days after receipt. Items must be unopened, unused and in original packaging.</p>",,,,,,,,,,,
product_4700a871-dd6d-144f-108f-dcca9e9bf038,Product,Plump N Glow Elixir,"<p>Plump N Glow Elixir – Deep Hydration, Natural Radiance</p><p>&nbsp;</p><p>Your glow deserves nourishment that lasts. The Plump N Glow Elixir is a deeply hydrating facial serum,&nbsp;handmade in Jamaica with luxurious botanical&nbsp;plant extracts that restore bounce, radiance, and softness to thirsty skin.</p><p>&nbsp;</p><p>Deep Moisture, Light Feel: Hyaluronic Acid and water base makes it a fast-absorbing and&nbsp;quenches dry skin, leaving it plump and smooth without feeling heavy.</p><p>&nbsp;</p><p>Boosts Natural Radiance:&nbsp;Brightening plant extracts enhance your skin’s glow, giving it a healthy, lit-from-within finish.</p><p>&nbsp;</p><p>Smooths &amp; Softens Texture:&nbsp;Regular use helps improve skin elasticity and reduces dullness for a soft, supple touch.</p><p>&nbsp;</p><p>Jamaican-Made, With Purpose:&nbsp;Crafted for women who want hydrated, glowy skin that feels as good as it looks.</p><p>&nbsp;</p><p>Add the Plump N Glow Elixir to your skincare routine and keep your radiance blooming naturally.</p>",666008_f837e77d1fa74b16bc15d424054e41ec~mv2.png;666008_d2cde68aed9f45ffad8249d4177567ed~mv2.jpg,Face Serums & Treatment Elixirs;Natural Hydrating & Age Defying Essentials,FSB6114641,,1900.0,,true,PERCENT,0.0,7,0.08,667.38,,,,,,,,,,,,,,,,,,,BENEFITS,"<ul> 
 <li>Hydration and Moisture Retention</li> 
 <li>Nourishment and Skin Barrier Support</li> 
 <li>Soothing and Healing</li> 
 <li>Anti-Aging and Firming</li> 
 <li>Ideal for All Skin Types</li> 
 <li>Customizable and Chemical-Free</li> 
 <li>Revitalizing and Brightening</li> 
</ul>",INGREDIENTS,"<p>Aqua (Water), Rosa Damascena Flower Water, Propanediol 1, 3, Hydrolyzed Cucurbita Pepo (Pumpkin) Seedcake, Glycerin (and) Water (and) Calendula Oficinalis Extract, Sodium Hyaluronate, Propylene Glycol (and) Diazolidinyl Urea (and) Iodopropynyl Butylcarbamate.</p>",INSTRUCTIONS,"<p>Apply direcrly to affected area(s), gently massaging into skin until fully absorbed.</p>",RETURN POLICY,"<p>Returns accepted up to seven days after receipt. Items must be&nbsp;unopened, unused and in original packaging.</p>",,,,,,,,,,,Foryou Skin Bar
product_2b21344e-998f-758f-66b2-1543e279b572,Product,Protect and Glow Vitamin C Serum,"<p>Protect &amp; Glow Vitamin C Serum – Brighten, Shield, and Glow</p><p>&nbsp;</p><p>Dark spots and dullness are no match for this daily brightening powerhouse. The Protect &amp; Glow Vitamin C Serum is handmade in Jamaica with potent antioxidants that visibly brighten, even tone, and protect your skin from everyday stress.</p><p>&nbsp;</p><p>Brightens &amp; Fades Dark Spots and Marks:&nbsp;Vitamin C targets hyperpigmentation and sun damage, helping your skin look clearer and more radiant.</p><p>&nbsp;</p><p>Protects Against Environmental Damage:&nbsp;Antioxidants defend your skin against pollution, free radicals, and early signs of aging.</p><p>&nbsp;</p><p>Lightweight &amp; Effective:&nbsp;Absorbs easily into the skin, making it perfect for layering under moisturizer or SPF.</p><p>&nbsp;</p><p>Jamaican-Made, With Purpose:&nbsp;Made for women who want bright, protected, confident skin — naturally.</p><p>&nbsp;</p><p>Add the Protect &amp; Glow Vitamin C Serum to your skincare routine and step into your day glowing.</p>",666008_f41301e4cb544b70be5725fbce56ec07~mv2.png;666008_e24443810c434da6a480c706d429c394~mv2.jpg,Natural Skin Brightening Essentials;Face Serums & Treatment Elixirs;Natural Hydrating & Age Defying Essentials,FSB6117871,,2100.0,,true,AMOUNT,200.0,2,0.098,636.96,,,,,,,,,,,,,,,,,,,BENEFITS,"<p><strong>Key Benefits:</strong></p>

<ul>
	<li>Brightens and evens skin tone</li>
	<li>Provides antioxidant protection from sun damage</li>
	<li>Deeply hydrates for a plump, youthful look</li>
	<li>Improves Collagen production</li>
	<li>Maintains skin barrier</li>
</ul>
",INGREDIENTS,"<p>Aqua (Water), 3-Glyceryl Ascorbate, Glycerin, Water, Glycerin (and) Water (and) Matricaria Recutita Flower Extract, Propanediol (and) Water (and) Lycium Barbarum (Goji) Fruit Extract, Sodium Hyaluronate, Bergamot Essential Oil, Propylene Glycol (and) Diazolidinyl Urea (and) Iodopropynyl Butylcarbamate.</p>
",INSTRUCTIONS,<p>Apply 1&nbsp;- 2&nbsp;drops and gently massage into skin in a circular motion until absorbed. Let sit for approximately 2 minutes before applying additional product in your skincare routine.&nbsp;</p>,RETURN POLICY,"<p>Returns accepted up to seven days after receipt. Items must be&nbsp;unopened, unused and in original packaging.</p>",,,,,,,,,,,Foryou Skin Bar
product_3212c416-848e-d267-2e28-0bd5e8047072,Product,Glow and Clear Essentials,"<p>Save 10% and unlock Radiant, Even Skin with Our Glow &amp; Clear Essentials Bundle!</p><p>&nbsp;</p><p>Frustrated with products that promise the world but deliver little? Our carefully curated bundle is here to transform your skincare routine and give you the results you've been waiting for. Designed specifically for women battling acne and dark spots, this bundle combines our most effective handmade solutions to help you achieve clear, radiant skin.</p><p>&nbsp;</p><p>What’s Inside:</p><p>1. Koji Fade Soap Bar - Say goodbye to stubborn spots and hello to a brighter complexion. Our Koji Fade Soap Bar harnesses the power of kojic acid to gently exfoliate and lighten hyperpigmentation while cleansing deeply. Infused with natural ingredients to soothe and nourish, this bar helps you reveal a more even skin tone with each use.</p><p>&nbsp;</p><p>2. Koji Fade Serum - Boost your results with our potent Koji Fade Serum. This concentrated formula targets dark spots and discoloration with the power of kojic acid and other skin-loving ingredients. Lightweight and fast-absorbing, it works seamlessly into your routine to brighten and even out your complexion.</p><p>&nbsp;</p><p>3. Skin Balance Toner with Niacinamide - Achieve balanced, glowing skin with our Skin Balance Toner. Enriched with niacinamide, this toner helps to refine pores, control excess oil, and improve skin texture while soothing inflammation and redness. Perfect for prepping your skin for the next steps in your routine.</p><p>&nbsp;</p><p>4. Firm Skin Coffee Cream - Revitalize and firm your skin with our luxurious Firm Skin Coffee Cream. Infused with caffeine and natural oils, this cream helps to reduce the appearance of fine lines and promote a smoother texture. Its rich formula nourishes and hydrates, leaving your skin feeling refreshed and rejuvenated.</p><p>&nbsp;</p><p>Why You'll Love It:</p><p>Handmade &amp; Natural: Crafted with care using high-quality, natural ingredients.</p><p>Targeted Solutions: Specifically formulated to address acne spots and hyperpigmentation.</p><p>Effective &amp; Reliable: Designed to deliver visible results and restore confidence in your skin.</p><p>&nbsp;</p><p>&nbsp;</p><p>Transform your skincare routine and embrace the glow you've always wanted. Order the Glow &amp; Clear Essentials Bundle today and experience the difference of products made with you in mind!</p>",666008_e2cde03341864b0fbeb7c14a8c505afa~mv2.png,,FSB592246B,Bundle,6150.0,,false,PERCENT,10.0,0,,,,,,,,,,,,,,,,,,,,,BENEFITS,"<p>1. <strong>Brightens and Evens Skin Tone</strong><br> The Koji Fade Soap Bar and Koji Fade Serum work together to target and diminish dark spots and hyperpigmentation. By combining the gentle exfoliation of kojic acid with brightening agents, these products help reveal a more uniform and radiant complexion.</p> 
<p>2. <strong>Reduces Acne Spots and Discoloration</strong><br> Our bundle is specifically formulated to address acne-related issues. The Koji Fade Soap Bar cleanses deeply while the Koji Fade Serum focuses on fading acne spots and discoloration, providing a comprehensive solution for clearer skin.</p> 
<p>3. <strong>Balances and Refines Skin Texture</strong><br> The Skin Balance Toner with Niacinamide helps to refine skin texture, minimize the appearance of pores, and control excess oil. Niacinamide’s soothing properties also help reduce redness and inflammation, leaving your skin feeling calm and balanced.</p> 
<p>4. <strong>Hydrates and Firms Skin</strong><br> The Firm Skin Coffee Cream not only hydrates but also firms and rejuvenates your skin. Infused with caffeine and natural oils, it helps to reduce the appearance of fine lines and improve skin elasticity, giving your face a youthful and refreshed look.</p> 
<p>5. <strong>Soothes and Nourishes</strong><br> All products in the bundle are crafted with natural, skin-loving ingredients that soothe and nourish your skin. This helps to maintain a healthy skin barrier and prevents irritation, ensuring your skin stays comfortable and resilient.</p> 
<p>6. <strong>Handmade Quality</strong><br> Each product in the bundle is handmade with care, ensuring high-quality and fresh formulations. You can trust that you're using products that are meticulously crafted to address your specific skin concerns.</p> 
<p>7. <strong>Comprehensive Skincare Routine</strong><br> By combining these essential products, you create a complete skincare routine that addresses multiple issues—cleansing, brightening, toning, and moisturizing. This synergy enhances the effectiveness of each product and maximizes your results.</p> 
<p>8. <strong>Confidence Boost</strong><br> Achieving a clear and even complexion can significantly boost your confidence. With consistent use of the Glow &amp; Clear Essentials Bundle, you'll be on your way to enjoying healthier, more radiant skin that reflects your inner glow.</p> 
<p><strong>Transform your skincare routine and embrace a brighter, more even complexion with the Glow &amp; Clear Essentials Bundle.</strong></p>",INGREDIENTS,"<p>Coconut Oil, Water, Olive Oil, Lye, Mango Butter, Canola Oil, Kojic Acid&nbsp;Powder, Bakuchi Oil, Castor Oil and&nbsp;Candelila Wax.&nbsp;Water, Kojic Acid, Niacinamide, Hyaluronic Acid, Ferulic Acid, Cedarwood Essential and preservative.&nbsp;Aqua, Niacinamide, Glycerin, Panthenol, Polysorbate 20, Tea Tree Essential Oil, Calendula Extract, Diazolidinyl Urea (and) Iodopropynyl Butylcarbamate (and) Propylene Glycol.&nbsp;Water, Coffee Powder, Glycerine, Propanediol 1 3, Coconut Oil, Licorice Extract, Argan Oil, Cetyl Alcohol, Emulsifying Wax NF, Vitamin E Oil, Vitamin C, Optiphen, Fragrance, Mica.</p>",INSTRUCTIONS,"<p>Read each product carefully for the directions on how to apply each.&nbsp;</p> 
<p>Use in the following order</p> 
<p>1. Cleanser</p> 
<p>2. Toner</p> 
<p>3. Treatment</p> 
<p>4. Moisturizer</p>",RETURN POLICY,"<p>Returns accepted up to seven days after receipt. Items must be&nbsp;unopened, unused and in original packaging.</p>",,,,,,,,,,,Foryou Skin Bar
product_a5a4cf5b-32c2-b796-2427-10cdb1a993e3,Product,Eco Friendly Bamboo Soap Dish,"<p>Elevate your bathroom experience with our Eco-Friendly Bamboo Soap Dish—a stylish and sustainable addition to your countertop. Crafted from premium, renewable bamboo, this soap dish combines functionality with elegance, offering a natural touch to your space.</p><p>&nbsp;</p><p>Key Features:</p><ul>	<li>Sustainable Material: Made from high-quality bamboo, a fast-growing, eco-friendly resource that’s gentle on the planet.</li>	<li>Elegant Design: Sleek and modern, with a smooth, natural finish that complements any décor.</li>	<li>Drainage System: Ingenious slatted design allows water to drain away, keeping your soap dry and extending its life.</li>	<li>Durable Construction: Built to withstand daily use and resist moisture, ensuring longevity and easy maintenance.</li>	<li>Compact Size: Perfectly sized to fit on any sink or countertop without taking up too much space.</li></ul><p>Enhance your daily routine with a touch of nature and a commitment to sustainability. The Eco-Friendly Bamboo Soap Dish is not just a practical choice—it’s a step towards a greener lifestyle.</p>",666008_f65e636018eb4f0497f134fca6cc1f2c~mv2.png;666008_233c7fdc6e3149938095c4c35e53ff00~mv2.png;666008_7375b89e38994789b622601c6ef86a39~mv2.jpg;666008_9c2926d50d1c45e594073a4d68725559~mv2.png;666008_34c6fd9a9c074216b5af70183444054f~mv2.png,Natural Skincare Accessories & Tools,FSB22255517,,600.0,,true,PERCENT,0.0,1,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5d159360-7d07-c3d4-768f-c0ebdf5565e0,Product,Flawless Body Scrub with Hibiscus,"<p>Discover the ultimate solution for achieving smooth, balanced skin with our luxurious foaming sugar body scrub, Flawless Body Scrub with Hibiscus. Crafted meticulously with natural ingredients like nourishing argan oil and rejuvenating hibiscus powder, this scrub is designed to cater specifically to women battling acne and hyperpigmentation concerns.</p><p>&nbsp;</p><p><strong>Key Benefits:</strong></p><p><strong>Gentle Exfoliation</strong>:&nbsp;The fine sugar crystals gently exfoliate away dead skin cells, revealing a radiant complexion underneath.<br>&nbsp;&nbsp;<br><strong>Skin Brightening</strong>:&nbsp;Hibiscus powder, rich in natural AHAs (Alpha Hydroxy Acids), helps to brighten dull skin and reduce the appearance of hyperpigmentation.<br>&nbsp;&nbsp;<br><strong>Deep Hydration</strong>:&nbsp;Argan oil, known for its rich vitamin E content and non-comedogenic properties, deeply moisturizes the skin without clogging pores, leaving it feeling soft and supple.<br>&nbsp;&nbsp;<br><strong>Acne-Fighting Properties</strong>:&nbsp;Natural antibacterial properties in argan oil help combat acne-causing bacteria, while hibiscus aids in balancing oil production.</p><p>&nbsp;</p><p><strong>Soothing and Calming</strong>:&nbsp;Infused with calming botanical extracts, ""Balance"" soothes irritated skin and promotes a clearer complexion over time.</p><p>&nbsp;</p><p><strong>Why Choose Flawless?</strong></p><p>&nbsp;</p><p><strong>Handmade with Care</strong>:&nbsp;Each jar of our Flawless Body Scrub with Hibiscus&nbsp;is meticulously handmade to ensure the highest quality and effectiveness.<br>&nbsp;&nbsp;<br><strong>Natural and Effective</strong>:&nbsp;Free from harsh chemicals and synthetic fragrances, ""Balance"" harnesses the power of nature to rejuvenate your skin..</p><p>&nbsp;</p><p><strong>Personalized Skincare Experience</strong>:&nbsp;Perfect for those frustrated with ineffective products, Flawless Body Scrub&nbsp;offers a tailored approach to skincare, addressing specific concerns while indulging your senses with its subtle, natural scent.</p><p>&nbsp;</p><p>Transform your skincare routine with ""Balance"" foaming sugar body scrub and experience the beauty of balanced, radiant skin. Embrace confidence and nourish your skin with every use.</p>",666008_2493a1674f4d42abbfccc453e233ba32~mv2.png;666008_78fb78d19da644929c61e17a4af77938~mv2.png,Natural Body Care,FSB8823128,,2250.0,,false,AMOUNT,450.0,6,0.24,754.5,,,,,,,,,,,,,,,,,,,BENEFITS,"<p>Our Flawless Body Scrub&nbsp;offers a luxurious and effective way to exfoliate and nourish your skin. Here are some of the benefits of using this combination of ingredients:</p> 
<p><strong>Exfoliation with Sugar</strong>: The sugar in the scrub acts as a natural exfoliant that helps to slough off dead skin cells, leaving your skin feeling smooth and refreshed. Its fine granules gently polish the skin without being too abrasive.</p> 
<ul> 
 <li> <p><strong>Hibiscus Powder Benefits</strong>:</p> 
  <ul> 
   <li><strong>Antioxidant Protection</strong>: Hibiscus powder is rich in antioxidants, which help combat free radicals and protect your skin from environmental damage.</li> 
   <li><strong>Brightening Effect</strong>: It can help even out skin tone and enhance radiance, giving your skin a natural glow.</li> 
   <li><strong>Gentle Exfoliation</strong>: Hibiscus powder also has mild exfoliating properties that complement the sugar, promoting a more polished and vibrant complexion.</li> 
  </ul> </li> 
 <li> <p><strong>Argan Oil Nourishment</strong>:</p> 
  <ul> 
   <li><strong>Deep Hydration</strong>: Argan oil is renowned for its ability to deeply moisturize and hydrate the skin, thanks to its high content of essential fatty acids and vitamin E.</li> 
   <li><strong>Soothing Properties</strong>: It helps to soothe and calm the skin, reducing inflammation and irritation.</li> 
   <li><strong>Anti-Aging Benefits</strong>: Argan oil can help improve skin elasticity and reduce the appearance of fine lines and wrinkles, promoting a youthful look.</li> 
  </ul> </li> 
 <li> <p><strong>Kokum Butter Richness</strong>:</p> 
  <ul> 
   <li><strong>Intense Moisture</strong>: Kokum butter is an excellent emollient that helps to lock in moisture and prevent dryness, making your skin feel soft and supple.</li> 
   <li><strong>Regeneration Support</strong>: It aids in the regeneration of skin cells, helping to repair and rejuvenate damaged or dry skin.</li> 
  </ul> </li> 
 <li> <p><strong>Foaming Action</strong>:</p> 
  <ul> 
   <li><strong>Refreshing Cleansing</strong>: The foaming aspect adds a refreshing and cleansing sensation to your exfoliation routine, making it feel like a spa treatment.</li> 
   <li><strong>Easy Rinse</strong>: The foam makes it easier to rinse off the scrub completely, leaving no residue behind.</li> 
  </ul> </li> 
</ul> 
<p>With this gentle but effetive body scrub in your skincare routine, yo will have a multi-faceted approach to skin care, combining effective exfoliation with deep hydration and nourishment. This blend helps to keep your skin smooth, radiant, and well-moisturized</p>",INGREDIENTS,"<p>Sugar, Cocamidopropyl Betaine, Glycerine, Aqua (Water), Ecomulse, Sodium Isethionate, Stearic Acid, Argania Spinosa<br> (Argan) Kernel Oil, Garcinia Indica (Kokum) Seed&nbsp;Butter, Hibiscus Abelmoschus Seed Oil, Diazolidinyl Urea (and) Iodopropynyl Butylcarbamate (and) Propylene Glycol, Hibiscus Rosa Sinensis Linn (Hibiscus) Petal Powder.</p>",INSTRUCTIONS,<p>Apply a small amount directly to wet skin and gently massage in a circular motion for up to 60 seconds. Rinse thoroughly with warm water.&nbsp;</p>,RETURN POLICY,"<p>Returns accepted up to seven days after receipt. Items must be&nbsp;unopened, unused and in original packaging.</p>",,,,,,,,,,,Foryou Skin Bar
product_17aaa29f-7e33-a4de-6397-205c45685c2e,Product,Firm Skin Coffee  Face Cream,"<p>Indulge your skin in the rich, rejuvenating benefits of our Firm Skin&nbsp;Face Cream, meticulously crafted with nature's finest ingredients. Handmade with precision and care, this luxurious cream combines the nourishing properties of coffee-infused coconut oil, aromatic coffee essential oil, and enriching argan oil to awaken and restore your complexion.</p><p>&nbsp;</p><p>Key Ingredients:</p><ul>	<li>	<p>Coffee Infused Coconut Oil: Sourced from premium coffee beans, this oil is meticulously infused with coconut oil to deliver a potent blend of antioxidants and caffeine. Known for its ability to stimulate circulation and promote a vibrant, radiant glow, coffee-infused coconut oil deeply nourishes and revitalizes tired skin.</p>	</li></ul><p>&nbsp;</p><ul>	<li>	<p>Coffee Essential Oil: Distilled from fresh coffee beans, coffee essential oil offers a delightful aroma alongside its skin-renewing benefits. Rich in antioxidants, it helps combat free radicals, reducing the appearance of fine lines and promoting a smoother, more even skin tone.</p>	</li></ul><p>&nbsp;</p><ul>	<li>	<p>Argan Oil: Renowned for its moisturizing and anti-aging properties, argan oil is packed with essential fatty acids and vitamin E. It works synergistically with coffee oils to hydrate deeply, improve elasticity, and protect against environmental stressors, leaving your skin supple and youthful.</p>	</li></ul><p>&nbsp;</p><ul></ul><p>Experience the Difference:</p><p>Crafted in small batches with care and passion, our Firm Skin&nbsp;Coffee Face Cream harnesses the power of coffee-infused oils to deliver unparalleled skincare benefits. Embrace the luxury of handcrafted skincare and discover the radiant, youthful complexion you deserve.</p><p>&nbsp;</p><p>Elevate your skincare ritual with Firm Skin&nbsp;Coffee Face Cream and embrace the natural beauty of your skin, one decadent drop at a time.</p>",666008_48bbb9e06dd54e408a65c1c0fa48f94c~mv2.png;666008_55bc2b9786754354a771fbf9db3e4298~mv2.jpg;666008_31052a10de294e948681011229b36408~mv2.jpg,Face & Body Moisturizing Creams;Natural Hydrating & Age Defying Essentials,FSB4144831,,2250.0,,true,AMOUNT,450.0,1,0.14,316.5,,,,,,,,,,,,,,,,,,,BENEFITS,"<ul> 
 <li>Hydrates and Nourishes&nbsp;</li> 
 <li>Revitalizes and Renews&nbsp;</li> 
 <li>Smooths and Firms</li> 
 <li>Protects and Rejuvenates&nbsp;</li> 
</ul>",INGREDIENTS,"<p>Water, Coffee Powder, Glycerine, Propanediol 1 3, Coconut Oil, Licorice Extract, Argan Oil, Cetyl Alcohol, Emulsifying Wax NF, Vitamin E Oil, Vitamin C, Optiphen,&nbsp; Fragrance, Mica.</p>",INSTRUCTIONS,"<p>Smooth onto clean skin morning and evening, gently massaging until absorbed. Suitable for all skin types, this cream is the perfect addition to your daily skincare routine, offering a natural boost of coffee-infused goodness for a visibly revitalized appearance.</p>",RETURN POLICY,"<p>Returns accepted up to 7 days after receipt for local customers and up to 30 days for international customers. Items must be unopened, unused and in original packaging.</p>",,,,,,,,,,,Foryou Skin Bar
